_id,date,center_name,attendance_count
41208739,2013-01-03,Magee Community Center,35
41208740,2013-01-03,West Penn Community Center,69
41208741,2013-01-02,Arlington Community Center,20
41208742,2013-01-02,Ammon Community Center,15
41208743,2013-01-02,Jefferson Community Center,40
41208744,2013-01-02,Brookline Community Center,228
41208745,2013-01-02,Paulson Community Center,44
41208746,2013-01-02,Phillips Community Center,28
41208747,2013-01-02,Warrington Community Center,79
41208748,2013-01-02,Magee Community Center,34
41208749,2013-01-02,Ormsby Community Center,99
41208750,2013-01-02,West Penn Community Center,68
41208751,2012-12-31,Ammon Community Center,15
41208752,2012-12-31,Arlington Community Center,16
41208753,2012-12-31,Brookline Community Center,77
41208754,2012-12-31,Jefferson Community Center,26
41208755,2012-12-31,Paulson Community Center,14
41208756,2012-12-31,Warrington Community Center,18
41208757,2012-12-31,Phillips Community Center,11
41208758,2012-12-31,Ormsby Community Center,14
41208759,2012-12-31,Magee Community Center,16
41208760,2012-12-31,West Penn Community Center,33
41208761,2012-12-29,Brookline Community Center,55
41208762,2012-12-29,Phillips Community Center,95
41208763,2012-12-29,Warrington Community Center,14
41208764,2012-12-29,West Penn Community Center,6
41208765,2012-12-28,Arlington Community Center,13
41208766,2012-12-28,Ammon Community Center,16
41208767,2012-12-28,Brookline Community Center,102
41208768,2012-12-28,Jefferson Community Center,20
41208769,2012-12-28,Paulson Community Center,12
41208770,2012-12-28,Warrington Community Center,22
41208771,2012-12-28,Phillips Community Center,35
41208772,2012-12-28,Magee Community Center,5
41208773,2012-12-28,Ormsby Community Center,9
41208774,2012-12-28,West Penn Community Center,37
41208775,2012-12-27,Ammon Community Center,5
41208776,2012-12-27,Arlington Community Center,12
41208777,2012-12-27,Jefferson Community Center,15
41208778,2012-12-27,Brookline Community Center,86
41208779,2012-12-27,Paulson Community Center,15
41208780,2012-12-27,Phillips Community Center,21
41208781,2012-12-27,Warrington Community Center,22
41208782,2012-12-27,Ormsby Community Center,14
41208783,2012-12-27,Magee Community Center,12
41208784,2012-12-27,West Penn Community Center,32
41208785,2012-12-26,Brookline Community Center,15
41208786,2012-12-26,Paulson Community Center,7
41208787,2012-12-26,Phillips Community Center,6
41208788,2012-12-26,Ormsby Community Center,3
41208789,2012-12-26,West Penn Community Center,7
41208790,2012-12-24,Arlington Community Center,10
41208791,2012-12-24,Ammon Community Center,8
41208792,2012-12-24,Brookline Community Center,29
41208793,2012-12-24,Paulson Community Center,12
41208794,2012-12-24,Phillips Community Center,34
41208795,2012-12-24,Warrington Community Center,46
41208796,2012-12-24,Ormsby Community Center,13
41208797,2012-12-24,Magee Community Center,12
41208798,2012-12-24,West Penn Community Center,15
41208799,2012-12-22,Brookline Community Center,78
41208800,2012-12-22,Warrington Community Center,9
41208801,2012-12-22,Phillips Community Center,93
41208802,2012-12-22,Ormsby Community Center,24
41208803,2012-12-22,West Penn Community Center,77
41208804,2012-12-21,Ammon Community Center,4
41208805,2012-12-21,Arlington Community Center,10
41208806,2012-12-21,Brookline Community Center,71
41208807,2012-12-21,Jefferson Community Center,14
41208808,2012-12-21,Paulson Community Center,25
41208809,2012-12-21,Phillips Community Center,115
41208810,2012-12-21,Warrington Community Center,37
41208811,2012-12-21,Ormsby Community Center,24
41208812,2012-12-21,Magee Community Center,29
41208813,2012-12-21,West Penn Community Center,45
41208814,2012-12-20,Ammon Community Center,18
41208815,2012-12-20,Jefferson Community Center,14
41208816,2012-12-20,Brookline Community Center,253
41208817,2012-12-20,Paulson Community Center,56
41208818,2012-12-20,Warrington Community Center,37
41208819,2012-12-20,Phillips Community Center,25
41208820,2012-12-20,Magee Community Center,32
41208821,2012-12-20,Ormsby Community Center,43
41208822,2012-12-20,West Penn Community Center,56
41208823,2012-12-19,Ammon Community Center,19
41208824,2012-12-19,Arlington Community Center,68
41208825,2012-12-19,Brookline Community Center,152
41208826,2012-12-19,Jefferson Community Center,12
41208827,2012-12-19,Paulson Community Center,36
41208828,2012-12-19,Phillips Community Center,99
41208829,2012-12-19,Warrington Community Center,84
41208830,2012-12-19,Ormsby Community Center,85
41208831,2012-12-19,Magee Community Center,43
41208832,2012-12-19,West Penn Community Center,79
41208833,2012-12-18,Arlington Community Center,47
41208834,2012-12-18,Ammon Community Center,16
41208835,2012-12-18,Jefferson Community Center,41
41208836,2012-12-18,Brookline Community Center,271
41208837,2012-12-18,Paulson Community Center,36
41208838,2012-12-18,Warrington Community Center,58
41208839,2012-12-18,Phillips Community Center,39
41208840,2012-12-18,Magee Community Center,29
41208841,2012-12-18,Ormsby Community Center,53
41208842,2012-12-18,West Penn Community Center,98
41208843,2012-12-17,Ammon Community Center,38
41208844,2012-12-17,Arlington Community Center,20
41208845,2012-12-17,Brookline Community Center,154
41208846,2012-12-17,Jefferson Community Center,20
41208847,2012-12-17,Paulson Community Center,44
41208848,2012-12-17,Ormsby Field (Playground),107
41208849,2012-12-17,Phillips Community Center,61
41208850,2012-12-17,Warrington Community Center,39
41208851,2012-12-17,Ormsby Community Center,3
41208852,2012-12-17,Magee Community Center,51
41208853,2012-12-17,West Penn Community Center,109
41208854,2012-12-15,Arlington Community Center,31
41208855,2012-12-15,Ammon Community Center,58
41208856,2012-12-15,Jefferson Community Center,4
41208857,2012-12-15,Brookline Community Center,227
41208858,2012-12-15,Phillips Community Center,93
41208859,2012-12-15,Magee Community Center,67
41208860,2012-12-15,Ormsby Community Center,26
41208861,2012-12-15,West Penn Community Center,86
41208862,2012-12-14,Ammon Community Center,14
41208863,2012-12-14,Arlington Community Center,30
41208864,2012-12-14,Brookline Community Center,81
41208865,2012-12-14,Jefferson Community Center,24
41208866,2012-12-14,Paulson Community Center,32
41208867,2012-12-14,Phillips Community Center,23
41208868,2012-12-14,Warrington Community Center,17
41208869,2012-12-14,Ormsby Community Center,32
41208870,2012-12-14,Magee Community Center,24
41208871,2012-12-14,West Penn Community Center,53
41208872,2012-12-13,Arlington Community Center,38
41208873,2012-12-13,Ammon Community Center,14
41208874,2012-12-13,Jefferson Community Center,32
41208875,2012-12-13,Brookline Community Center,210
41208876,2012-12-13,Paulson Community Center,24
41208877,2012-12-13,Warrington Community Center,15
41208878,2012-12-13,Phillips Community Center,115
41208879,2012-12-13,Magee Community Center,29
41208880,2012-12-13,Ormsby Community Center,60
41208881,2012-12-13,West Penn Community Center,70
41208882,2012-12-12,Ammon Community Center,16
41208883,2012-12-12,Arlington Community Center,6
41208884,2012-12-12,Brookline Community Center,166
41208885,2012-12-12,Jefferson Community Center,32
41208886,2012-12-12,Paulson Community Center,50
41208887,2012-12-12,Phillips Community Center,74
41208888,2012-12-12,Warrington Community Center,77
41208889,2012-12-12,Ormsby Community Center,89
41208890,2012-12-12,Magee Community Center,46
41208891,2012-12-12,West Penn Community Center,98
41208892,2012-12-11,Arlington Community Center,34
41208893,2012-12-11,Ammon Community Center,17
41208894,2012-12-11,Jefferson Community Center,22
41208895,2012-12-11,Brookline Community Center,279
41208896,2012-12-11,Paulson Community Center,47
41208897,2012-12-11,Warrington Community Center,68
41208898,2012-12-11,Phillips Community Center,88
41208899,2012-12-11,Magee Community Center,44
41208900,2012-12-11,Ormsby Community Center,68
41208901,2012-12-11,West Penn Community Center,96
41208902,2012-12-10,Ammon Community Center,195
41208903,2012-12-10,Arlington Community Center,26
41208904,2012-12-10,Brookline Community Center,188
41208905,2012-12-10,Jefferson Community Center,26
41208906,2012-12-10,Paulson Community Center,29
41208907,2012-12-10,Phillips Community Center,42
41208908,2012-12-10,Warrington Community Center,71
41208909,2012-12-10,Ormsby Community Center,95
41208910,2012-12-10,Magee Community Center,30
41208911,2012-12-10,West Penn Community Center,89
41208912,2012-12-08,Jefferson Community Center,3
41208913,2012-12-08,Brookline Community Center,269
41208914,2012-12-08,Phillips Community Center,160
41208915,2012-12-08,Ormsby Community Center,37
41208916,2012-12-08,West Penn Community Center,105
41208917,2012-12-07,Arlington Community Center,30
41208918,2012-12-07,Ammon Community Center,25
41208919,2012-12-07,Brookline Community Center,169
41208920,2012-12-07,Jefferson Community Center,23
41208921,2012-12-07,Paulson Community Center,24
41208922,2012-12-07,Phillips Community Center,117
41208923,2012-12-07,Warrington Community Center,14
41208924,2012-12-07,Ormsby Community Center,35
41208925,2012-12-07,Magee Community Center,31
41208926,2012-12-07,West Penn Community Center,66
41208927,2012-12-06,Ammon Community Center,14
41208928,2012-12-06,Arlington Community Center,22
41208929,2012-12-06,Jefferson Community Center,34
41208930,2012-12-06,Brookline Community Center,214
41208931,2012-12-06,Paulson Community Center,14
41208932,2012-12-06,Warrington Community Center,54
41208933,2012-12-06,Phillips Community Center,116
41208934,2012-12-06,Magee Community Center,27
41208935,2012-12-06,Ormsby Community Center,67
41208936,2012-12-06,West Penn Community Center,76
41208937,2012-12-05,Arlington Community Center,23
41208938,2012-12-05,Ammon Community Center,187
41208939,2012-12-05,Brookline Community Center,207
41208940,2012-12-05,Jefferson Community Center,21
41208941,2012-12-05,Paulson Community Center,49
41208942,2012-12-05,Phillips Community Center,32
41208943,2012-12-05,Warrington Community Center,56
41208944,2012-12-05,Ormsby Community Center,92
41208945,2012-12-05,Magee Community Center,32
41208946,2012-12-05,West Penn Community Center,103
41208947,2012-12-04,Ammon Community Center,12
41208948,2012-12-04,Arlington Community Center,53
41208949,2012-12-04,Jefferson Community Center,30
41208950,2012-12-04,Brookline Community Center,287
41208951,2012-12-04,Paulson Community Center,59
41208952,2012-12-04,Warrington Community Center,66
41208953,2012-12-04,Phillips Community Center,15
41208954,2012-12-04,Magee Community Center,31
41208955,2012-12-04,Ormsby Community Center,54
41208956,2012-12-04,West Penn Community Center,76
41208957,2012-12-03,Arlington Community Center,23
41208958,2012-12-03,Ammon Community Center,20
41208959,2012-12-03,Brookline Community Center,236
41208960,2012-12-03,Jefferson Community Center,26
41208961,2012-12-03,Paulson Community Center,39
41208962,2012-12-03,Phillips Community Center,10
41208963,2012-12-03,Warrington Community Center,30
41208964,2012-12-03,Ormsby Community Center,102
41208965,2012-12-03,Magee Community Center,29
41208966,2012-12-03,West Penn Community Center,109
41208967,2012-12-01,Brookline Community Center,254
41208968,2012-12-01,Ormsby Community Center,24
41208969,2012-12-01,West Penn Community Center,80
41208970,2012-11-30,Ammon Community Center,16
41208971,2012-11-30,Arlington Community Center,29
41208972,2012-11-30,Brookline Community Center,85
41208973,2012-11-30,Jefferson Community Center,24
41208974,2012-11-30,Paulson Community Center,24
41208975,2012-11-30,Warrington Community Center,35
41208976,2012-11-30,Phillips Community Center,22
41208977,2012-11-30,Ormsby Community Center,43
41208978,2012-11-30,Magee Community Center,46
41208979,2012-11-30,West Penn Community Center,85
41208980,2012-11-29,Arlington Community Center,35
41208981,2012-11-29,Ammon Community Center,19
41208982,2012-11-29,Jefferson Community Center,20
41208983,2012-11-29,Brookline Community Center,176
41208984,2012-11-29,Paulson Community Center,31
41208985,2012-11-29,Phillips Community Center,29
41208986,2012-11-29,Warrington Community Center,59
41208987,2012-11-29,Magee Community Center,34
41208988,2012-11-29,Ormsby Community Center,31
41208989,2012-11-29,West Penn Community Center,119
41208990,2012-11-28,Ammon Community Center,21
41208991,2012-11-28,Arlington Community Center,50
41208992,2012-11-28,Brookline Community Center,206
41208993,2012-11-28,Jefferson Community Center,11
41208994,2012-11-28,Paulson Community Center,28
41208995,2012-11-28,Warrington Community Center,46
41208996,2012-11-28,Phillips Community Center,24
41208997,2012-11-28,Ormsby Community Center,39
41208998,2012-11-28,Magee Community Center,45
41208999,2012-11-28,West Penn Community Center,88
41209000,2012-11-27,Arlington Community Center,45
41209001,2012-11-27,Ammon Community Center,18
41209002,2012-11-27,Jefferson Community Center,22
41209003,2012-11-27,Brookline Community Center,309
41209004,2012-11-27,Paulson Community Center,33
41209005,2012-11-27,Phillips Community Center,20
41209006,2012-11-27,Warrington Community Center,55
41209007,2012-11-27,Magee Community Center,33
41209008,2012-11-27,Ormsby Community Center,40
41209009,2012-11-27,West Penn Community Center,104
41209010,2012-11-26,Ammon Community Center,25
41209011,2012-11-26,Arlington Community Center,13
41209012,2012-11-26,Brookline Community Center,260
41209013,2012-11-26,Jefferson Community Center,22
41209014,2012-11-26,Paulson Community Center,53
41209015,2012-11-26,Warrington Community Center,24
41209016,2012-11-26,Phillips Community Center,10
41209017,2012-11-26,Ormsby Community Center,45
41209018,2012-11-26,Magee Community Center,35
41209019,2012-11-26,West Penn Community Center,62
41209020,2012-11-24,Jefferson Community Center,4
41209021,2012-11-24,Brookline Community Center,90
41209022,2012-11-24,Phillips Community Center,18
41209023,2012-11-24,Warrington Community Center,1
41209024,2012-11-24,Magee Community Center,35
41209025,2012-11-24,Ormsby Community Center,18
41209026,2012-11-24,West Penn Community Center,23
